Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Precious Achiuwa\achiupr01,C,22,TOR,63,27,23.7,3.6,8.1,.439,0.6,1.8,.351,2.9,6.3,.465,.479,1.0,1.7,.587,2.2,4.7,6.9,1.1,0.5,0.5,1.2,2.1,8.8
2,Steven Adams\adamsst01,C,28,MEM,68,67,26.5,2.8,5.1,.551,0.0,0.0,.000,2.8,5.1,.553,.551,1.5,2.7,.543,4.6,5.3,9.9,3.2,0.8,0.8,1.6,1.9,7.1
3,Bam Adebayo\adebaba01,C,24,MIA,47,47,32.9,7.3,13.3,.547,0.0,0.1,.000,7.3,13.2,.551,.547,4.4,5.9,.757,2.4,7.8,10.3,3.5,1.5,0.8,2.7,3.1,19.0
4,Santi Aldama\aldamsa01,PF,21,MEM,27,0,10.3,1.4,3.6,.381,0.1,1.4,.103,1.2,2.1,.569,.402,0.4,0.7,.600,0.9,1.5,2.4,0.5,0.1,0.3,0.3,1.0,3.3
5,LaMarcus Aldridge\aldrila01,C,36,BRK,45,12,22.8,5.6,10.1,.554,0.3,1.0,.311,5.3,9.1,.580,.569,2.0,2.3,.873,1.6,4.0,5.6,0.9,0.3,1.0,0.9,1.6,13.5
6,Nickeil Alexander-Walker\alexani01,SG,23,TOT,60,21,23.8,4.1,11.1,.371,1.7,5.5,.307,2.5,5.7,.434,.447,1.3,1.8,.741,0.6,2.5,3.1,2.5,0.7,0.4,1.5,1.7,11.3
7,Nickeil Alexander-Walker\alexani01,SG,23,NOP,50,19,26.3,4.7,12.6,.375,1.9,6.1,.311,2.8,6.5,.434,.450,1.4,1.9,.722,0.7,2.6,3.3,2.8,0.8,0.4,1.7,1.8,12.8
8,Nickeil Alexander-Walker\alexani01,SG,23,UTA,10,2,11.3,1.1,3.6,.306,0.6,2.4,.250,0.5,1.2,.417,.389,1.0,1.1,.909,0.1,1.9,2.0,1.2,0.3,0.3,0.6,1.2,3.8
9,Grayson Allen\allengr01,SG,26,MIL,60,59,27.4,3.9,8.9,.438,2.5,6.1,.403,1.4,2.8,.515,.576,0.9,1.1,.862,0.5,2.9,3.4,1.6,0.7,0.3,0.6,1.5,11.2
10,Jarrett Allen\allenja01,C,23,CLE,56,56,32.3,6.6,9.7,.677,0.0,0.2,.100,6.6,9.6,.688,.678,2.9,4.2,.708,3.4,7.3,10.8,1.6,0.8,1.3,1.7,1.7,16.1
11,Jose Alvarado\alvarjo01,PG,23,NOP,44,1,14.7,2.2,5.1,.424,0.6,2.0,.303,1.5,3.1,.504,.484,0.6,0.9,.718,0.5,1.3,1.8,2.6,1.3,0.1,0.7,1.5,5.6
12,Justin Anderson\anderju01,SF,28,TOT,8,1,15.4,1.6,4.1,.394,0.8,2.9,.261,0.9,1.3,.700,.485,1.1,1.3,.900,0.4,1.6,2.0,1.6,0.4,0.1,0.6,1.4,5.1
13,Justin Anderson\anderju01,SF,28,CLE,3,0,15.7,1.3,2.7,.500,0.7,2.0,.333,0.7,0.7,1.000,.625,1.0,1.3,.750,0.0,2.0,2.0,2.0,0.3,0.0,0.7,1.3,4.3
14,Justin Anderson\anderju01,SF,28,IND,5,1,15.2,1.8,5.0,.360,0.8,3.4,.235,1.0,1.6,.625,.440,1.2,1.2,1.000,0.6,1.4,2.0,1.4,0.4,0.2,0.6,1.4,5.6
15,Kyle Anderson\anderky01,PF,28,MEM,59,8,21.4,2.9,6.7,.436,0.5,1.6,.315,2.4,5.2,.472,.472,0.9,1.5,.607,1.1,4.4,5.4,2.6,1.1,0.6,1.0,1.5,7.3
16,Giannis Antetokounmpo\antetgi01,PF,27,MIL,60,60,32.8,10.2,18.5,.550,1.1,3.7,.302,9.0,14.8,.612,.580,8.3,11.5,.721,2.0,9.7,11.6,5.8,1.1,1.4,3.3,3.3,29.7
17,Thanasis Antetokounmpo\antetth01,SF,29,MIL,43,5,9.1,1.2,2.3,.515,0.0,0.3,.091,1.2,2.0,.568,.520,0.4,0.7,.594,0.9,1.3,2.1,0.4,0.3,0.2,0.5,1.4,2.8
18,Carmelo Anthony\anthoca01,PF,37,LAL,63,3,26.3,4.6,10.4,.444,2.3,5.9,.388,2.4,4.6,.516,.552,2.0,2.4,.829,0.9,3.3,4.2,1.0,0.7,0.8,0.9,2.4,13.5
19,Cole Anthony\anthoco01,PG,21,ORL,59,59,32.5,5.7,14.5,.392,2.1,6.3,.341,3.6,8.3,.430,.466,3.4,4.0,.856,0.5,5.0,5.5,5.7,0.7,0.3,2.7,2.7,16.9
20,OG Anunoby\anunoog01,SF,24,TOR,42,42,36.7,6.6,15.1,.436,2.4,6.8,.351,4.2,8.3,.506,.515,1.9,2.5,.748,1.6,3.9,5.5,2.6,1.5,0.6,1.8,3.0,17.5
21,Ryan Arcidiacono\arcidry01,PG,27,NYK,5,0,3.2,0.4,0.6,.667,0.4,0.4,1.000,0.0,0.2,.000,1.000,0.0,0.0,,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.2
22,Trevor Ariza\arizatr01,SF,36,LAL,22,10,18.9,1.3,3.7,.341,0.9,3.0,.303,0.4,0.7,.500,.463,0.4,0.7,.533,0.3,3.0,3.2,1.0,0.5,0.2,0.5,0.9,3.8
23,D.J. Augustin\augusdj01,PG,34,TOT,45,2,15.5,1.8,4.1,.437,1.3,2.9,.432,0.5,1.1,.451,.593,0.8,0.9,.872,0.2,1.0,1.2,2.0,0.3,0.0,1.1,0.6,5.6
24,D.J. Augustin\augusdj01,PG,34,HOU,34,2,15.0,1.6,4.0,.404,1.1,2.8,.406,0.5,1.2,.400,.548,1.0,1.1,.868,0.2,1.0,1.2,2.2,0.3,0.0,1.3,0.5,5.4
25,D.J. Augustin\augusdj01,PG,34,LAL,11,0,17.1,2.3,4.3,.532,1.6,3.3,.500,0.6,1.0,.636,.723,0.1,0.1,1.000,0.2,0.9,1.1,1.5,0.4,0.0,0.5,0.7,6.3
26,Deni Avdija\avdijde01,SF,21,WAS,71,6,23.4,2.7,6.4,.426,0.9,2.8,.307,1.9,3.6,.520,.493,1.3,1.7,.764,0.6,4.5,5.1,1.8,0.8,0.5,0.9,2.3,7.6
27,Joel Ayayi\ayayijo01,SG,21,WAS,7,0,2.9,0.1,0.9,.167,0.0,0.1,.000,0.1,0.7,.200,.167,0.0,0.0,,0.1,0.3,0.4,0.6,0.0,0.0,0.0,0.0,0.3
28,Deandre Ayton\aytonde01,C,23,PHO,51,51,29.3,7.5,11.6,.646,0.1,0.3,.313,7.4,11.3,.656,.651,1.8,2.5,.744,2.5,7.5,10.0,1.4,0.7,0.7,1.5,2.3,17.0
29,Udoka Azubuike\azubuud01,C,22,UTA,17,6,11.5,2.2,2.9,.755,0.0,0.0,,2.2,2.9,.755,.755,0.4,0.6,.545,1.1,3.1,4.2,0.0,0.1,0.6,0.7,1.5,4.7
30,Marvin Bagley III\baglema01,PF,22,TOT,43,22,23.3,4.5,9.1,.492,0.5,2.0,.233,4.0,7.1,.566,.518,1.2,1.9,.634,2.3,4.8,7.1,0.7,0.4,0.3,0.8,1.9,10.6
31,Marvin Bagley III\baglema01,PF,22,SAC,30,17,21.9,3.8,8.2,.463,0.5,2.1,.242,3.3,6.1,.538,.494,1.2,1.6,.745,2.2,4.9,7.2,0.6,0.3,0.4,0.7,1.7,9.3
32,Marvin Bagley III\baglema01,PF,22,DET,13,5,26.5,6.0,11.1,.542,0.4,1.8,.208,5.6,9.2,.608,.559,1.3,2.7,.486,2.5,4.6,7.1,1.2,0.7,0.3,1.2,2.5,13.7
33,LaMelo Ball\ballla01,PG,20,CHO,65,65,32.1,7.0,16.5,.422,2.7,7.3,.376,4.2,9.2,.458,.505,3.0,3.4,.869,1.5,5.3,6.8,7.4,1.5,0.5,3.1,3.2,19.6
34,Lonzo Ball\balllo01,PG,24,CHI,35,35,34.6,4.6,10.9,.423,3.1,7.4,.423,1.5,3.5,.423,.567,0.6,0.8,.750,1.0,4.4,5.4,5.1,1.8,0.9,2.3,2.4,13.0
35,Mo Bamba\bambamo01,C,23,ORL,62,60,25.8,4.0,8.5,.475,1.3,3.7,.361,2.7,4.8,.564,.554,0.8,1.0,.797,2.1,5.9,8.0,1.1,0.6,1.7,1.2,2.6,10.2
36,Desmond Bane\banede01,SF,23,MEM,68,68,30.0,6.6,14.5,.455,2.9,7.0,.418,3.7,7.5,.489,.555,1.8,2.0,.899,0.6,3.9,4.5,2.7,1.2,0.4,1.5,2.6,17.9
37,Dalano Banton\bantoda01,SF,22,TOR,60,1,11.3,1.3,3.3,.402,0.2,0.9,.255,1.1,2.5,.453,.435,0.4,0.7,.595,0.6,1.4,2.0,1.6,0.5,0.2,0.9,1.1,3.3
38,Cat Barber\barbeca01,PG,27,ATL,3,0,4.3,0.0,1.3,.000,0.0,0.0,,0.0,1.3,.000,.000,0.0,1.3,.000,0.3,0.7,1.0,1.0,0.0,0.0,0.3,0.3,0.0
39,Harrison Barnes\barneha02,PF,29,SAC,68,68,33.9,5.1,10.9,.469,1.9,4.6,.408,3.2,6.3,.514,.556,4.7,5.7,.831,1.1,4.6,5.8,2.5,0.7,0.2,1.6,1.3,16.8
40,Scottie Barnes\barnesc01,PF,20,TOR,64,64,35.8,6.2,12.8,.487,0.8,2.6,.309,5.4,10.2,.532,.518,2.1,2.9,.726,2.6,5.0,7.7,3.4,1.1,0.8,1.9,2.6,15.4
41,RJ Barrett\barrerj01,SF,21,NYK,61,61,34.4,6.9,16.8,.410,2.0,5.8,.349,4.9,11.0,.442,.470,4.0,5.6,.709,0.9,5.0,5.9,2.9,0.6,0.3,2.1,2.1,19.7
42,Will Barton\bartowi01,SG,31,DEN,63,63,31.7,5.5,12.6,.434,2.1,6.0,.358,3.3,6.6,.502,.519,1.4,1.8,.798,0.6,4.2,4.8,3.8,0.8,0.5,1.8,1.6,14.5
43,Paris Bass\basspa01,SF,26,PHO,2,0,3.5,1.0,3.0,.333,0.0,1.0,.000,1.0,2.0,.500,.333,1.0,1.0,1.000,1.0,1.0,2.0,0.0,0.5,0.0,1.0,1.0,3.0
44,Charles Bassey\bassech01,PF,21,PHI,23,0,7.3,1.3,2.0,.638,0.0,0.2,.000,1.3,1.9,.698,.638,0.4,0.5,.750,1.0,1.7,2.7,0.3,0.2,0.7,0.3,1.4,3.0
45,Keita Bates-Diop\bateske01,SF,26,SAS,51,13,16.1,2.2,4.2,.509,0.3,1.0,.347,1.8,3.3,.557,.549,0.7,0.9,.708,1.0,2.9,3.9,0.7,0.5,0.3,0.7,1.1,5.3
46,Nicolas Batum\batumni01,PF,33,LAC,53,48,24.7,3.0,6.7,.456,1.8,4.7,.394,1.2,2.0,.606,.595,0.4,0.6,.625,0.5,3.8,4.4,1.7,0.9,0.7,0.7,1.4,8.3
47,Kent Bazemore\bazemke01,SF,32,LAL,37,14,14.0,1.2,3.6,.336,0.8,2.1,.382,0.4,1.6,.276,.444,0.4,0.5,.765,0.4,1.4,1.8,0.9,0.6,0.2,0.5,1.7,3.6
48,Darius Bazley\bazleda01,PF,21,OKC,67,51,28.1,4.0,9.4,.425,1.2,3.9,.300,2.9,5.6,.512,.487,1.7,2.4,.687,1.1,5.3,6.4,1.4,0.9,1.0,1.3,1.0,10.9
49,Bradley Beal\bealbr01,SG,28,WAS,40,40,36.0,8.7,19.3,.451,1.6,5.3,.300,7.1,14.0,.508,.492,4.2,5.1,.833,1.0,3.8,4.7,6.6,0.9,0.4,3.4,2.4,23.2
50,Malik Beasley\beaslma01,SG,25,MIN,72,14,25.2,4.3,11.0,.391,3.1,8.1,.375,1.2,2.8,.436,.530,0.5,0.7,.776,0.3,2.6,2.9,1.5,0.5,0.1,0.6,1.2,12.2
51,Jordan Bell\belljo01,C,27,CHI,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0
52,DeAndre' Bembry\bembrde01,SF,27,TOT,56,20,18.3,2.2,3.9,.561,0.3,0.6,.417,1.9,3.3,.589,.595,0.4,0.6,.600,0.8,2.2,2.9,1.2,0.9,0.4,0.6,2.0,5.1
53,DeAndre' Bembry\bembrde01,SF,27,BRK,48,20,19.8,2.5,4.4,.568,0.3,0.8,.417,2.2,3.7,.599,.603,0.4,0.7,.600,0.8,2.4,3.2,1.3,1.0,0.5,0.6,2.2,5.8
54,DeAndre' Bembry\bembrde01,SF,27,MIL,8,0,9.6,0.4,1.0,.375,0.0,0.0,,0.4,1.0,.375,.375,0.0,0.0,,0.5,0.9,1.4,0.8,0.3,0.0,0.1,1.1,0.8
55,Dāvis Bertāns\bertada01,PF,29,TOT,48,0,14.4,1.7,5.0,.339,1.3,4.2,.310,0.4,0.8,.487,.469,0.7,0.8,.889,0.2,1.8,1.9,0.5,0.3,0.2,0.3,1.6,5.4
56,Dāvis Bertāns\bertada01,PF,29,WAS,34,0,14.7,1.8,5.0,.351,1.4,4.2,.319,0.4,0.8,.519,.485,0.8,0.9,.933,0.2,1.6,1.8,0.5,0.3,0.2,0.4,1.6,5.7
57,Dāvis Bertāns\bertada01,PF,29,DAL,14,0,13.6,1.6,5.1,.310,1.2,4.2,.288,0.4,0.9,.417,.430,0.3,0.4,.667,0.1,2.1,2.3,0.5,0.2,0.2,0.1,1.6,4.6
58,Patrick Beverley\beverpa01,PG,33,MIN,51,47,25.5,3.1,7.7,.407,1.5,4.3,.353,1.6,3.3,.476,.506,1.5,2.2,.705,1.1,3.1,4.3,4.7,1.1,0.9,1.3,3.1,9.3
59,Saddiq Bey\beysa01,SF,22,DET,72,72,33.8,5.6,14.1,.400,2.6,7.5,.351,3.0,6.6,.456,.493,2.6,3.2,.822,1.4,4.3,5.8,2.9,0.9,0.2,1.3,1.6,16.5
60,Khem Birch\birchkh01,C,29,TOR,46,21,18.7,1.8,3.8,.477,0.0,0.2,.000,1.8,3.5,.509,.477,1.1,1.5,.765,2.4,2.2,4.5,1.1,0.6,0.5,0.5,1.9,4.7
61,Goga Bitadze\bitadgo01,C,22,IND,44,10,12.9,2.3,4.5,.515,0.4,1.5,.281,1.9,3.0,.627,.561,1.0,1.6,.623,1.4,1.9,3.3,1.0,0.4,0.7,0.8,2.0,6.0
62,Bismack Biyombo\biyombi01,C,29,PHO,28,3,13.9,2.4,4.0,.604,0.0,0.0,,2.4,4.0,.604,.604,1.1,2.0,.544,1.8,2.7,4.5,0.6,0.4,0.7,0.8,2.0,5.9
63,Nemanja Bjelica\bjeline01,C,33,GSW,63,0,15.7,2.2,4.8,.454,0.7,2.1,.341,1.5,2.7,.541,.528,0.8,1.1,.686,0.8,3.2,4.0,2.1,0.6,0.4,1.2,1.7,5.8
64,Eric Bledsoe\bledser01,PG,32,LAC,54,29,25.2,3.6,8.7,.421,0.9,3.0,.313,2.7,5.6,.479,.475,1.6,2.2,.761,0.5,2.9,3.4,4.2,1.3,0.4,2.1,1.6,9.9
65,Keljin Blevins\blevike01,SF,26,POR,20,1,8.3,0.9,2.3,.391,0.5,1.5,.333,0.4,0.8,.500,.500,0.2,0.3,.500,0.3,0.5,0.8,0.6,0.1,0.1,0.5,0.6,2.5
66,Bogdan Bogdanović\bogdabo01,SG,29,ATL,54,27,29.6,5.3,12.4,.432,2.5,7.1,.353,2.8,5.2,.539,.534,1.5,1.7,.862,0.4,3.5,4.0,3.2,1.1,0.2,1.1,2.1,14.7
67,Bojan Bogdanović\bogdabo02,PF,32,UTA,64,64,30.9,6.2,13.4,.458,2.7,6.8,.392,3.5,6.7,.526,.557,3.1,3.6,.870,0.9,3.4,4.3,1.7,0.4,0.0,1.7,1.6,18.1
68,Bol Bol\bolbo01,PF,22,DEN,14,0,5.8,1.1,1.9,.556,0.1,0.3,.250,1.0,1.6,.609,.574,0.1,0.4,.400,0.3,1.1,1.4,0.4,0.1,0.1,0.3,0.3,2.4
69,Leandro Bolmaro\bolmale01,SF,21,MIN,30,2,7.0,0.4,1.4,.286,0.1,0.6,.235,0.3,0.8,.320,.333,0.3,0.3,.889,0.5,0.7,1.2,0.5,0.2,0.0,0.4,0.8,1.2
70,Isaac Bonga\bongais01,SF,22,TOR,15,0,4.6,0.2,0.9,.231,0.1,0.3,.250,0.1,0.6,.222,.269,0.3,0.5,.625,0.3,0.2,0.5,0.3,0.5,0.1,0.1,0.7,0.8
71,Devin Booker\bookede01,SG,25,PHO,61,61,34.3,9.5,20.7,.459,2.7,7.1,.376,6.8,13.5,.502,.524,4.3,4.9,.872,0.7,4.4,5.1,4.9,1.2,0.4,2.5,2.6,25.9
72,Brandon Boston Jr.\bostobr01,SG,20,LAC,50,0,14.4,2.3,6.2,.377,0.7,2.2,.312,1.7,4.0,.413,.432,1.1,1.4,.838,0.3,1.8,2.1,0.9,0.5,0.2,0.6,0.8,6.5
73,Chris Boucher\bouchch01,PF,29,TOR,70,9,20.8,3.3,7.0,.473,0.8,2.7,.281,2.5,4.2,.598,.529,1.8,2.4,.772,2.2,3.9,6.1,0.3,0.6,1.0,0.5,2.2,9.2
74,James Bouknight\bouknja01,SG,21,CHO,28,0,10.6,1.7,4.9,.353,0.6,1.8,.347,1.1,3.1,.356,.415,1.0,1.1,.871,0.8,1.0,1.7,0.8,0.3,0.0,0.5,1.0,5.0
75,Avery Bradley\bradlav01,SG,31,LAL,58,42,22.6,2.4,5.7,.414,1.3,3.4,.385,1.1,2.3,.459,.530,0.3,0.3,.889,0.5,1.7,2.2,0.8,0.8,0.2,0.6,1.9,6.4
76,Tony Bradley\bradlto01,C,24,CHI,50,7,10.4,1.3,2.2,.577,0.0,0.0,,1.3,2.2,.577,.577,0.3,0.5,.680,1.2,2.3,3.5,0.5,0.2,0.6,0.6,1.2,2.9
77,Ignas Brazdeikis\brazdig01,SF,23,ORL,34,0,9.4,1.2,3.0,.412,0.4,1.4,.304,0.8,1.6,.500,.480,0.4,0.5,.765,0.4,0.9,1.3,0.7,0.2,0.1,0.3,1.0,3.3
78,Mikal Bridges\bridgmi01,SF,25,PHO,72,72,35.3,5.6,10.5,.528,1.5,3.9,.371,4.1,6.6,.622,.597,1.5,1.8,.841,1.0,3.4,4.3,2.3,1.2,0.5,0.8,1.9,14.1
79,Miles Bridges\bridgmi02,PF,23,CHO,70,70,35.9,7.4,15.2,.486,1.9,5.8,.324,5.5,9.3,.587,.548,3.4,4.1,.810,1.1,5.9,7.0,3.8,1.0,0.9,1.9,2.5,20.0
80,Oshae Brissett\brissos01,SF,23,IND,59,17,22.0,2.8,6.8,.405,1.1,3.1,.341,1.7,3.7,.461,.484,1.5,2.2,.689,1.6,3.5,5.1,0.9,0.6,0.5,0.7,1.6,8.1
81,Malcolm Brogdon\brogdma01,PG,29,IND,36,36,33.5,6.8,15.1,.448,1.6,5.2,.312,5.1,9.9,.518,.501,4.0,4.6,.856,0.9,4.2,5.1,5.9,0.8,0.4,2.1,2.0,19.1
82,Armoni Brooks\brookar01,SG-PG,23,TOT,48,9,15.8,1.9,5.6,.343,1.4,4.8,.299,0.5,0.8,.600,.470,0.3,0.4,.842,0.3,1.5,1.9,1.1,0.5,0.2,0.5,1.4,5.6
83,Armoni Brooks\brookar01,SG,23,HOU,41,8,16.8,2.1,6.1,.347,1.6,5.2,.300,0.6,0.9,.605,.474,0.4,0.5,.842,0.3,1.7,2.0,1.2,0.5,0.2,0.6,1.5,6.2
84,Armoni Brooks\brookar01,PG,23,TOR,7,1,10.0,0.9,2.9,.300,0.7,2.6,.278,0.1,0.3,.500,.425,0.0,0.0,,0.4,0.7,1.1,0.4,0.4,0.1,0.1,0.7,2.4
85,Dillon Brooks\brookdi01,SF,26,MEM,25,24,27.5,6.7,15.9,.421,1.5,4.7,.314,5.2,11.2,.466,.467,2.9,3.3,.878,0.8,2.4,3.2,2.7,1.3,0.2,1.6,3.2,17.7
86,Bruce Brown\brownbr01,SF,25,BRK,63,36,23.6,3.3,6.7,.494,0.4,1.2,.338,2.9,5.5,.527,.524,1.2,1.6,.745,1.4,3.3,4.7,1.8,1.1,0.5,0.7,2.5,8.2
87,Charlie Brown Jr.\brownch02,SG,24,TOT,20,2,8.7,0.5,2.0,.256,0.1,0.6,.083,0.5,1.4,.333,.269,0.5,0.5,.900,0.7,0.9,1.6,0.3,0.5,0.2,0.3,0.9,1.5
88,Charlie Brown Jr.\brownch02,SG,24,DAL,3,0,5.0,0.3,1.7,.200,0.0,1.0,.000,0.3,0.7,.500,.200,0.0,0.0,,0.0,0.3,0.3,0.3,0.7,0.3,0.0,0.7,0.7
89,Charlie Brown Jr.\brownch02,SG,24,PHI,17,2,9.3,0.5,2.0,.265,0.1,0.5,.111,0.5,1.5,.320,.279,0.5,0.6,.900,0.8,1.0,1.8,0.3,0.5,0.2,0.3,0.9,1.6
90,Chaundee Brown Jr.\brownch05,SG-SF,23,TOT,5,2,20.8,2.0,6.4,.313,1.2,3.6,.333,0.8,2.8,.286,.406,1.0,1.2,.833,0.2,3.0,3.2,0.8,0.4,0.0,0.2,1.4,6.2
91,Chaundee Brown Jr.\brownch05,SF,23,LAL,2,0,10.5,0.5,3.5,.143,0.0,1.5,.000,0.5,2.0,.250,.143,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0
92,Chaundee Brown Jr.\brownch05,SG,23,ATL,3,2,27.7,3.0,8.3,.360,2.0,5.0,.400,1.0,3.3,.300,.480,1.7,2.0,.833,0.3,4.3,4.7,1.3,0.7,0.0,0.0,2.3,9.7
93,Greg Brown III\browngr01,SF,20,POR,38,0,10.9,1.4,3.3,.413,0.2,0.9,.212,1.2,2.4,.484,.440,0.8,1.3,.627,0.7,1.6,2.2,0.5,0.5,0.4,0.5,1.7,3.8
94,Jaylen Brown\brownja02,SF,25,BOS,58,58,33.8,8.5,18.4,.464,2.5,7.2,.345,6.1,11.2,.541,.531,3.7,4.8,.754,0.8,5.2,6.1,3.2,1.1,0.3,2.7,2.4,23.2
95,Moses Brown\brownmo01,C,22,TOT,31,1,6.4,1.1,2.0,.524,0.0,0.0,,1.1,2.0,.524,.524,0.9,1.6,.580,0.7,1.6,2.3,0.0,0.2,0.4,0.5,1.1,3.1
96,Moses Brown\brownmo01,C,22,DAL,26,1,6.5,1.0,1.9,.540,0.0,0.0,,1.0,1.9,.540,.540,1.0,1.7,.628,0.6,1.7,2.3,0.0,0.1,0.3,0.5,1.1,3.1
97,Moses Brown\brownmo01,C,22,CLE,5,0,6.0,1.2,2.6,.462,0.0,0.0,,1.2,2.6,.462,.462,0.4,1.4,.286,1.0,0.8,1.8,0.0,0.6,0.4,0.0,1.0,2.8
98,Sterling Brown\brownst02,SG,26,DAL,47,3,12.7,1.2,3.1,.381,0.6,1.9,.310,0.6,1.3,.483,.473,0.3,0.3,.933,0.6,2.5,3.0,0.7,0.3,0.1,0.5,1.1,3.3
99,Troy Brown Jr.\browntr01,SF,22,CHI,60,6,16.2,1.6,3.9,.415,0.7,2.0,.345,0.9,1.9,.487,.502,0.3,0.4,.760,0.6,2.5,3.1,0.9,0.5,0.1,0.4,1.0,4.2
100,Jalen Brunson\brunsja01,PG,25,DAL,69,51,32.1,6.4,12.7,.504,1.2,3.1,.380,5.2,9.6,.544,.550,2.1,2.5,.830,0.5,3.2,3.7,5.0,0.9,0.0,1.7,1.9,16.0
101,Thomas Bryant\bryanth01,C,24,WAS,22,9,17.5,3.3,6.2,.529,0.5,1.7,.263,2.8,4.5,.633,.566,1.4,1.6,.861,1.2,2.8,4.0,1.0,0.3,0.8,0.8,1.7,8.4
102,Shaq Buchanan\buchash01,PG,25,MEM,2,0,5.0,0.5,2.0,.250,0.0,1.0,.000,0.5,1.0,.500,.250,0.0,0.0,,0.5,0.5,1.0,1.0,0.5,0.0,1.0,0.5,1.0
103,Reggie Bullock\bullore01,SF,30,DAL,58,27,27.0,2.9,7.2,.399,2.0,5.6,.352,0.9,1.6,.565,.536,0.6,0.8,.818,0.4,3.0,3.4,1.1,0.6,0.2,0.6,1.5,8.4
104,Trey Burke\burketr01,PG,29,DAL,38,0,10.9,2.1,5.3,.399,0.7,2.1,.316,1.5,3.3,.452,.461,0.5,0.6,.870,0.1,0.7,0.8,1.3,0.3,0.0,0.7,1.0,5.4
105,Alec Burks\burksal01,SG,30,NYK,71,34,27.8,3.4,8.8,.384,1.8,4.6,.388,1.6,4.2,.379,.485,2.6,3.2,.818,0.6,4.1,4.7,2.8,1.1,0.3,1.0,2.5,11.1
106,Jared Butler\butleja02,SG,21,UTA,36,1,8.0,1.4,3.4,.418,0.7,1.9,.362,0.7,1.5,.491,.520,0.2,0.3,.583,0.1,0.8,0.9,1.4,0.4,0.2,0.8,1.1,3.7
107,Jimmy Butler\butleji01,SF,32,MIA,49,49,33.7,6.9,14.7,.469,0.3,1.9,.185,6.6,12.8,.511,.481,7.1,8.1,.875,1.8,4.2,6.0,5.6,1.7,0.5,2.1,1.5,21.3
108,Devontae Cacok\cacokde01,PF,25,SAS,11,0,8.4,1.6,2.4,.692,0.0,0.0,,1.6,2.4,.692,.692,0.4,0.6,.571,0.6,2.6,3.3,0.5,0.6,0.6,0.2,1.1,3.6
109,Kentavious Caldwell-Pope\caldwke01,SG,28,WAS,68,68,30.1,4.4,10.4,.419,2.0,5.3,.387,2.3,5.2,.453,.517,1.8,2.0,.890,0.5,2.9,3.4,1.9,1.1,0.3,1.2,1.7,12.5
110,Facundo Campazzo\campafa01,PG,30,DEN,63,4,18.6,1.7,4.6,.364,0.9,3.0,.302,0.8,1.6,.480,.462,1.0,1.2,.769,0.4,1.5,1.9,3.4,1.0,0.4,1.0,2.0,5.2
111,Vlatko Čančar\cancavl01,PF,24,DEN,14,1,10.9,1.6,2.8,.564,0.5,0.9,.583,1.1,1.9,.556,.654,0.6,0.9,.750,0.4,1.2,1.6,0.9,0.1,0.2,0.6,0.9,4.3
112,Clint Capela\capelca01,C,27,ATL,64,63,27.8,4.9,8.0,.605,0.0,0.0,.000,4.9,8.0,.606,.605,1.0,2.3,.465,3.7,8.1,11.8,1.3,0.7,1.3,0.6,2.3,10.8
113,Vernon Carey Jr.\careyve01,C,20,TOT,5,1,3.6,0.6,1.2,.500,0.0,0.0,,0.6,1.2,.500,.500,0.4,0.6,.667,0.6,0.4,1.0,0.0,0.2,0.0,0.2,0.2,1.6
114,Vernon Carey Jr.\careyve01,C,20,CHO,4,1,4.3,0.8,1.5,.500,0.0,0.0,,0.8,1.5,.500,.500,0.5,0.8,.667,0.8,0.5,1.3,0.0,0.3,0.0,0.3,0.3,2.0
115,Vernon Carey Jr.\careyve01,C,20,WAS,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Jevon Carter\carteje01,PG,26,TOT,58,1,13.4,1.4,3.8,.370,1.0,2.7,.376,0.4,1.1,.355,.505,0.3,0.3,.833,0.2,1.4,1.6,1.2,0.3,0.2,0.5,1.0,4.1
117,Jevon Carter\carteje01,PG,26,BRK,46,1,12.0,1.3,3.8,.333,0.9,2.8,.331,0.3,1.0,.340,.454,0.2,0.2,.700,0.2,1.3,1.5,1.0,0.3,0.2,0.6,1.0,3.6
118,Jevon Carter\carteje01,PG,26,MIL,12,0,18.8,1.9,3.8,.511,1.4,2.5,.567,0.5,1.3,.400,.700,0.7,0.7,1.000,0.3,2.0,2.3,2.2,0.3,0.3,0.4,1.1,5.9
119,Wendell Carter Jr.\cartewe01,C,22,ORL,61,60,29.9,5.8,11.0,.525,1.1,3.4,.333,4.6,7.5,.613,.578,2.3,3.3,.706,2.3,8.2,10.4,2.7,0.6,0.7,1.9,2.7,15.0
